,ID,Name,Review_Count,Rating,Price_Rank
38,y_lYp_0dAGD9V63UdHGk_A,Aztec Ink,29.0,4.5,$$
39,dAIWV_mahhnePav8PUHGDg,Inkline Studio,14.0,4.0,$$$$
40,xBDrWzaaBtYBAqOjxXMbZw,jackie tattoo,3.0,2.5,
41,Nvikg8NTfmmayuC8qWuVZA,Handsome Devil Tattoo Company,16.0,4.5,$$$
42,ZojIc6ixQrlavca1TOICHg,Area 6 Tattoo Studio,1.0,5.0,
43,ABgvtf1h2id6Cwm_sJpieg,Clash City Tattoo,12.0,4.5,$$
44,yMeCUdXnwniRZpFacgMYjw,Drip Uptown,2.0,5.0,
45,-EfSqk5ZiyQSCFffnAoXCw,B-52 Tattoo,5.0,5.0,
46,3dFogJUtKWavuoLx9Ii4rQ,Inklightened,19.0,5.0,$$
47,jlUe1DnU24kjAvcKO2jiiQ,223 Tat-2,2.0,5.0,
48,vSJsIxAge26PJRBw1rdFBw,Silk City Tattoo,24.0,4.5,$$
49,ESTqw7IIJk-vsEBKNf-UYQ,Itzocan Tattoos,10.0,4.5,$$
0,6rfDFMCUatWQiruIiG75_g,Designs by Michael Angelo,12.0,5.0,$$
1,nnFXR5pKegUNfsJYLI9kOQ,Nobu Tattoo,1.0,5.0,
2,rDhmIFeDf7WZQBYl4GC0lw,Skin Deep Tattoo Uniondale,20.0,3.5,$$
3,L4orNxMcGwtPZTjDcIcPgw,NY Empire State Tattoo Expo,1.0,4.0,
4,2ipABi5yoaABdHhAh0onyw,Denise De La Cerda Tattoo,4.0,5.0,$$
5,bFp8incV0NGmOp8Kdli3bg,Blood Sweat & Tattoos,11.0,4.5,
6,_2_1-oeiA5E2Xx30pwHafg,Clockwork Tattoo,5.0,5.0,$$
7,9riMz3T27LKEA4BSiD7uWg,421 Ink,1.0,5.0,
8,Md6_ITpIO9oOd3R9GPW-3g,Wyld Chyld Tattoo,49.0,4.0,$$
9,WoKzjlyG-a4dJXqwaGi_3g,Tori's Place,48.0,5.0,$$
10,1BZtv7Z-5mDi__PJ29jKeQ,Electric Shock Tattoo,4.0,5.0,$$
11,0Da6GIJgEfL0EGB3nhCqKw,Vinny's Tattoo & Body Piercing,10.0,4.0,$$
12,tSMR8uFoAbL4UvLHruUfAA,Infamous Body Ink,2.0,3.0,
13,fl-X5qBM9I1tSw7OA0wvLQ,pirate love gypsy tattoo shop,1.0,5.0,
14,MvX6O73G0h5if-s0iAnYZA,Mobile Ink Tattoos,2.0,5.0,$$
15,PiMA4kdoZtvE58ZnxQ8PzA,Kane Ink Tattoos,3.0,5.0,$$
16,EAiI1j3MT7A4s6yS_BQzSw,Hole In the Sky Tattoos,37.0,4.5,$$
17,yw2GF1bOZ4FwiLLFCekeFw,Lone Wolf Tattoos,16.0,4.5,$$
18,gzuxjtv6JHxe78ZRMhnJ6A,The Heights Ink & More,3.0,5.0,
19,vtMzSOBhtvSPa5pZyYIcZw,Black Horse Tattoos,13.0,4.5,$$
20,PjI6XH6DKNzAJRM7PdoAdg,Bayonne Tattoo Company,6.0,4.5,$$
21,pX_t9G-yRcTt1SgG33jnew,Ink Bound Tattoo Studio,4.0,5.0,
22,evDKuR0RpoCybQEJQEGQhA,House Of Ink,13.0,3.5,$$
23,QhTP5exjo-5egTat7zo3Tw,Inborn Tattoo & Piercing,46.0,4.5,$$
24,b-E6rvpbK4qOMPLKI3PhtQ,Tattoos By Lexy,1.0,5.0,$$
25,tVr1SUp0oWmmehqXyw_skA,Permanent Beauty by Andrea,11.0,5.0,$$
26,DYGDAtm-bVFRzXI88KYcJw,Tattoo Society Studio,1.0,5.0,
27,5pt5ynvAZysQelRmPbWNAQ,Jerzey Ink Tattoo Parlor,16.0,4.5,$$
28,xXqfv_Epb_nZPFVdSbSocg,6 Skulls Tattoo,27.0,4.5,$$
29,Rm_aZM9mjJn47Ha2Qf3Jkg,Dude's Tattoos * Bronx,3.0,5.0,$$
30,g0JOEzdRjoxkBhIBSRqZSA,Damm Nice Tattoos and Body Art,9.0,4.5,$$$
31,XhrjDWkeSYRFonrFRRPGoA,Addiction NYC,182.0,3.5,$$
32,VDyvUscmDQYY7qlu1MhgzQ,Skin Deep Tattoo,11.0,3.5,$$
33,p12dS2OSxGWw3Bvl89UK2Q,Bardadim Tattoo,4.0,5.0,
34,yRu10bf16Z99q8rPXQN0kQ,Brass Knuckles Ink,2.0,5.0,$$
35,inDnI6USRzD3y6qJ04KKHg,Village Pop NYC Tattoo,100.0,3.0,$$
36,TeXInl5UM3DVszDMKQ96kw,Powerhouse Tattoo & Body Piercing,36.0,4.0,$$
37,sLSseUCacNTFdKgG8XyKLQ,Smoke N Ink,1.0,3.0,
38,OoEYOCJYI5h0yRapmVoN2g,Royal Ink Gallery,1.0,5.0,
39,0lHLjL0iCCLcDqP9X5Wjiw,Bound For Glory Tattoo,46.0,4.5,$$
40,5a7YUXlKexNuOaKf9i9tCw,Torres Tattoo Parlor,11.0,4.0,$$
41,UZ9RUs2--PEOBIxh3kjoNA,Subversive Tattoo Parlor,1.0,5.0,
42,510Yw3yD9wPQMcBmJmVNOg,Pyramid Ink Tattoo,2.0,5.0,$$
43,1us0xqB2p6RQi9oky9QWTQ,Kastattoo,1.0,5.0,$$
44,HRe2ymehK_rke4XRiG4jHw,Holey Moley Tattoos,5.0,4.0,$$
45,zlqAu1Y8HMNMHf2NxmX9EQ,NYC Tattoo Convention,2.0,4.5,
46,R3ft-5OTbqByYOZmIQKIbw,Damm Nice Tattoo and Body Art,1.0,5.0,
47,kzI6nhwH_46c7SwWTIk97A,El Underdog Tattoo Parlor,5.0,5.0,
48,j1jJWV9B0Uyo4CK734B_6Q,Hard Knox Tattoo Studio,8.0,4.5,$$
49,bEwRSlKsIsJXBtPPCtD1zg,Lucky's Tattoo Parlor,11.0,3.5,$$
0,mLXR54sjqrX1_7XjU0HRjA,Murda Ink Tattoo's Inc,6.0,3.5,$
1,qwVyC49SscM2iOLZOTXV5A,Suite206ix,7.0,3.5,
2,g8XDBywiNuYnEIYu1j1i_w,Lupitas Tattoos,9.0,3.0,$$
3,kNWxlnXaAVAGfLNiPWLMvw,Milk and Honey Tattoo Parlour,11.0,4.5,
4,NX3uIZQ770fCOcD4h93xLQ,Love Machine,2.0,5.0,
5,bdLKv9De9W1bKbOvcipscg,Richmond Tattoo NYC,4.0,5.0,
6,8jf_XJ2bfV8g_ohhNZZ1qA,Addicted To Ink,48.0,4.0,$$
7,m_yxAWq_cuC_gaMtamu9cw,Memo's tattoos,9.0,2.5,
8,LrJHCWjdEZono5840-Iiug,Three Kings Tattoo - Long Island,7.0,4.5,
9,sHEDymrKYTPkFeqcEvGaSg,Ink By Spyder,2.0,3.0,
10,hdI-jqs9Kfct_Sp5SX32Qw,Nyc Ink,179.0,4.5,$$
11,bsONKnTYOvljAOEbp6nbCQ,"Ahimsa Piercing Studio, Fine Jewelry & Medical Aesthetics",81.0,5.0,$$
12,QXO7gOOBH_1QTc5CxhMJ_w,TattD7oose Ink,1.0,5.0,
13,yQOIKH3YUTBBHI8mmzbvig,Big Joe & Sons Tattooing,22.0,4.0,$$
14,CJrb3jlIeiFci5chG7qCXw,Fancy Faces NYC,4.0,5.0,
15,9plxX4seK3gSZk163fBhTA,Aesthetinks Studio,3.0,5.0,
16,wL3KuLw0wI396yTi_Ld3tQ,Broken Heart Tattoos,12.0,5.0,$$
17,8yivRtbdHaRXyYT7r6TOlQ,Champion Tattooing,14.0,3.5,$$
18,YRWj-X-ifV5dgKxi9b5hPA,So Gold Studios,5.0,5.0,
19,bCHZ8GZO-NOvLt__ADdjYQ,cholitos plakasitos,7.0,4.5,
20,eSdo_vebiuEyYz8vtXkw_g,The Ink Lab Tattoo,5.0,2.0,$$$
21,aTjeD3pVNu5FCGphGBEybg,Eddie's Ink Tattoo,7.0,3.0,$
22,YKsJKz4mqp4KdN9EVV_7kA,Red Dragon Tattoo,31.0,3.5,$$
23,YQytpyLKFGWYAQUlYuaS4g,Sons of Ink - Tattoo,17.0,1.5,
24,9j7_Vz0ErRfjPWIItcjZ8g,Art2Inkstudio,5.0,3.5,
25,bBy2zEsjTVVCbtKzMuFs7g,7 Tattoo Gallery,2.0,5.0,
26,nTdlPubeBxLUMqQZ2pAhPQ,Inkwell Body Art,4.0,5.0,$$
27,Q4g8UZQ-MsLQzvQuwKBzxg,Untouchable Inks,8.0,4.5,$$
28,pmwDfUwYpTWYeKsT6e52TA,Garden State Tattoo,3.0,5.0,
29,tfrw5RFNKQym3OW1cxxaSw,Grin Stylez,4.0,4.0,
30,uvU_ZZxcYz9BABLD9miIqw,Live by the Sword Salon,14.0,5.0,
31,5FTsNZXzZTIl9rj7EwTuqg,Big Joe & Sons Tattooing,53.0,3.5,$$
32,yqhsMRoX_FP3GT6XyObNLg,Ron & Dave's Tattooing,19.0,4.5,$$
33,ziRa7SxuAkhLYHT0MkX1KA,Hudson Beauty Bar,11.0,5.0,
34,5vtrs8cOgp7exIbiq-k3kA,Blackwork Tattoo Studio,24.0,4.5,$$
35,xY2QB6ng5qPtOlYa0DtWLQ,Eternity Ink Tattoos,7.0,3.5,$$
36,4_z-cJnEHNOzBMHlpnY48w,Bullseye Tattoo Shop,47.0,4.0,$$
37,wUmOVGvuN8fIA26hZ2Elww,Starlight Tattoo,47.0,4.0,$$
38,Y2-dtd1eCcb8FnG8ypOVjg,Crazy Tattoos,3.0,4.0,$$
39,RH32MVoHWhBmx3JJOM-fSA,Gallery of Ink,3.0,5.0,
40,1uAyhKkmSMZJBt9n6_4g7A,Eddie's Ink Tattoo,3.0,2.5,
41,n4XXHROXu98OVW7havxB5Q,The Tattoo Connection,2.0,3.0,
42,nDrwskWG-BOuZwYWozo5xw,Invisibleself Piercing & Jewelry,67.0,5.0,$$
43,Sfy3IXM1nINxtat4Mqd9AA,Anarchy 16 Tattoo Studio,2.0,3.0,$$
44,LVl1DrYL7-lp4410ACPcHg,Kapital Piercings Tattoos & Family,30.0,4.5,$$
45,iCTzZhjT3orzsh1Muk2XMQ,Tattoo Seen & Piercing,28.0,3.5,$$
46,9-wEHtA8CFz2Ep2LzNhrdQ,The Abyss Fine Art & Tattoo Studio,2.0,3.0,
47,Xd4m2l77qLBybGiYZzrKFA,NYC Tattoo Shop,33.0,3.0,$$
48,vA1erbTKEBk1S_624mpVTQ,Chinatown Tattoo,2.0,4.0,$$
49,4S1xRccthLt-sIo1KTUuKg,Puncture Tattoo Studio,9.0,4.0,$$
0,vW6ryzPnBZ6FgHwSL9BhMA,Inkheart Tattoo,1.0,5.0,$$
1,ziUqdrbAi8YiJzrh_AgNrA,Skull Tattoos,1.0,5.0,
2,fkBFgVkk2WG09nqg7eLUlA,Salon Enhancements Aesthetics,1.0,5.0,
3,uihek9xOsj1NMAS-FfjaNQ,Laurel,42.0,4.5,$$
4,LJMQxLJvu1q0gkhUvTM7aQ,High Roller Tattoo Studio,17.0,3.5,$$
5,-4moWvXxU-hDblfAhoPaJw,Ink Gallery Tattoo Shop,18.0,4.5,$$
6,7gROoRBgitGaCGb65YiR0w,Skin Deep Tattoo,4.0,3.0,$$
7,m188rpi3i-ycQdVLaqO3nw,Spades Tattoo,7.0,4.5,$$
8,SJVMJNXIColCaAHGsyiljQ,Caesar Tattoo,5.0,3.5,$$$
9,dMZP3kmU5MSZj-s992mpNA,Unimax Supply Company,35.0,3.5,$
10,8YqDS4-lIBGzmrux_Aj02w,Bronx Ink,2.0,4.0,
11,uz5R3KaoNREh6ne8U-qKug,Masterpiece Tattoo,14.0,4.5,$$
12,NKLCD6SkYrIs0bljPp0ujQ,Only Glory Tattoo,2.0,3.0,$$
13,KE3mm3ImQZtv93njSA5DiA,Villain Tattoo Studio,3.0,4.0,$$
14,N0TNBXl6Rik1vJ_qlJnAkQ,Your Choice Tattoo,6.0,4.5,$$
15,U-HeMRFV86VJNkgEWr9MOQ,Andromeda Studio 33,84.0,3.5,$$
16,RYV8wYH884_8Ci5Gwwl19w,Magpie Tattoo,1.0,5.0,
17,S71Or_KSjH77mlNP0ZaOlw,Gothic City Ink,5.0,3.0,$$
18,AoCXMHZsdrBW11Vc0jp9Yw,Alex Wings 2,1.0,5.0,
19,Miba07DZDbrE6i7pyBVOFA,Tony's Tattoos,17.0,3.0,$$
20,l8OJXi_KmNwfMk-MGcWfTw,Crimson culture,4.0,5.0,$$
21,rJqmB3F93EwLxUSKFLGg1w,Attractive Tattoo,9.0,3.5,
22,LDGKbUePABGkE703r02NIA,Ink Couture,48.0,4.0,$$
23,YVmOB65DbQik51TuLqVGMQ,The Ink Gallery,6.0,4.5,$$$
24,XY5QxVYY3P-RrLxPiX6ypA,Village Streetwear,43.0,4.0,$$
25,dLGWwbq_9b5fTso68ivbqw,Thicker Than Blood Tattoo Studio,11.0,4.0,$$
26,sFTG5tPppA4nACcv36Qrsg,Tattooville & Body Piercing,15.0,4.0,$$
27,D6M1XLEDfrUqetqDgXF7UQ,7 Doors Tattoos,1.0,1.0,
28,GUFtMzfV0h231JCoEJ5v-w,InkStained Tattoo Studio,23.0,4.0,$$$
29,WuRhwYVfzVE2P9Eu-23pSA,Elite Jewelry Co,162.0,4.5,$$
30,1472QFxEHKrkhDUfHYod6Q,Maria Tash,352.0,4.0,$$$
31,Jk1rkE9t38z7-3tvgxVpiQ,Be Be Day Spa,6.0,3.5,$$
32,kWLwRV9bHV4FH0GM8ub4MA,Screamin' Ink Tattoo,32.0,3.5,$$$
33,4nj5IL6N-uC2HN9-brqZmA,Space Ace Tattoo,1.0,5.0,
34,rQj_jO-M4WvOVnXNFuyeEw,Inkjection Tattoos,3.0,4.5,
35,3sViFR6Ps5mbWTOrjgSJJA,Amsterdam Ink Tattoo Gallery,3.0,2.5,
36,-Xl6_Pz0ZSiFExwGg8pZNQ,Beautifeye Beauty,6.0,5.0,
37,8ec4EoVWcIlrUKdRiFTJkg,Tattoo Tribe,10.0,4.0,$$
38,uHmSUXQa8Vmfo_ZaQu0rwQ,Big Steve Tattoos,1.0,5.0,
39,0_lW5eyym8JJ8D2Um-h-HQ,Art N Soul Tattoo Studio,23.0,3.5,$$
40,R4Zjq6OFgVB5nZ6DpE-WFg,Industrial Art,4.0,5.0,$$
41,PsUB5cNYYc5gTtQIqUKMwg,The Catrina Ink,6.0,3.5,$$
42,S6gKPZeC-weG29RNrmpdMg,Harlem Hype Tattoo & Body Piercing,26.0,3.5,$$
43,DLdpbW8tlun9JBRIC7Bt2w,Aura Beauty Center,11.0,4.0,$$
44,TRqKzeluj7LeHeUz6X2bEA,La Tinta De La Santa Muerte,3.0,5.0,
45,QTt2gXUJ2zWzHNecYos3Hw,Kings County Tattoo Co,6.0,3.5,$$
46,7AJLOSV-t0SiQ-CyTBW7Rw,The Brow Clinique,5.0,5.0,
47,8iU-0Rb8YfEflApOfz5rEA,Rock City Tattoo,25.0,3.0,$$
48,vio9MdVQ-i8k7qALkhQ9fQ,Art Is Life Ink,3.0,2.5,$
49,itt5GLxgRHhNGtljjF6p0g,CHARMED by Ro - Tooth Gems & Charms,1.0,5.0,
0,rklM3MJlcs05gsIkXcY7xQ,Divine Light Tattoos,1.0,5.0,
1,UipvZrBakCAe5O_7kV0bNw,Tattoo Asylum 2,1.0,5.0,
2,diOC0P64JfKhwzw8S_zaaA,Crazy Tattoo2,1.0,1.0,
3,uwab-EsqFmg59BGlyQWLlw,Modern Age Tattoo,2.0,4.0,$$
4,0JxwymTKGo2IkZX4z8iPjQ,Victorian Ink,1.0,5.0,$$
5,p85KeNKX_uxHO0L7thXG9A,Clinical Ear Piercing,96.0,5.0,$$
6,oUtqgYZV1V678-PHXIB1Ig,EdTattoos,1.0,4.0,$$
7,n--2DLmRFtKDzJKvwn97Rg,Inksworth,1.0,5.0,
8,327fLLD31SEVhhZ_ayfLZA,Kait Paige Beauty,1.0,5.0,$$
9,ZrMI19eR_bhzuUShiJ6fMA,Marion Taylor Tattoo,9.0,2.5,$$
10,q172gLstDdMoFsxHG_fpLg,13 Magnum Tattoo Shop,1.0,1.0,
11,40HgbqfYGAvqe6lytx88aA,Jay's Tattoo Mania,19.0,4.0,$$
12,lvvEztSRdHSOFqjrypOyZw,Bad Intentionz Tattooz,4.0,4.0,$$
13,UaPhEHPFU349VPJSDtsYVg,Body Art Studios,5.0,3.0,$$
14,0TlGHy3ogstqlAFzXK7DTQ,Rotten Apple Art Alley,2.0,1.0,$$$
15,39a8AaLoDzoFY3SLs3n4GQ,Only You Tattoo,1.0,4.0,
16,W8eDCz4FS1fcMjQcCOK0_A,East Coast Ink,1.0,5.0,
17,9pURzwqHrH9UKjQL4J06Rw,Village Dreams,3.0,2.5,$$
18,twO-m8_5CeKprz8qErFU-w,Village Bazaar,6.0,2.5,$$
19,Tw70M6CUTlPSgu0mVdecAg,Topcutterz Barbershop,3.0,3.5,
20,v5s6Cf9r3JYbPXp7OIaejA,Tattoo Heaven,4.0,2.0,$$$
21,RMPDNTefBPJ3fu1ze2K9Yg,Village Dream Inc,9.0,2.0,$$
22,TpkZWn4uTybkTkVZTSw6RQ,Grit N Glory,51.0,4.5,$$
23,OgpLzm936NGZtUYD2FumDg,Industrial Art Tattoo & Body Piercing,12.0,3.0,$$$
24,NaeFLrksTETtXfcmFDAhRQ,Painted Moon,1.0,4.0,
25,i-UeMGSau0gJClDfiFYHqQ,Distinction Ny,2.0,2.5,$$
26,KHZtjPTp0gOUGcCTNDxFTQ,Fineline Tattoo,52.0,4.5,$$
27,oRj3jvjC96j2ethq3yUvkQ,Flawless Permanent Makeup By Elsa - Staten Island,1.0,5.0,
28,SClGJVswJWbTV4CoykNj9g,Live by the Sword Tattoo,1.0,1.0,
29,Ico-bX2y23ESV8O3500Dbw,Ink Zone,3.0,1.5,$$$$
30,YQS2VAI5Cq3q5neSCUhzqQ,LDC Ink Masters,1.0,1.0,
31,PPued2rco6aIS83tv6wJvw,Village Tattoo,1.0,1.0,
32,SSAUD_Ft3Wb92v9COy4YYg,Fat Kat Tattoo,31.0,3.5,$$
33,0k5sgb-oklbBz6v_6ISwnA,Aztec Ink,6.0,3.0,$$
34,dg06_f_E98b-J37WlKQ7tg,New Rainbow Hair and Nail Salon,11.0,4.0,$
35,OysryrPCtkIYDF7f-mNbqw,Frequency,3.0,3.5,$$$$
36,KFxTMdgpFAeW6h4S3NYxZg,Precision Spa,25.0,4.0,$$
37,ouOunn19lacazqQuzlgKDg,Blaze Tattoo,1.0,1.0,
38,rJQFav2gE64G_1qJCnW9tA,Taboo Tattoos,7.0,3.0,$$
39,FeD6ngoJjlVLmiWhbso_GQ,Skin Attack Tattoos Inc,3.0,2.0,$$
40,hWAMAGPbIrKMB8BaoHD1Iw,A R T Academy of Responsible Tattooing,4.0,2.5,$$
41,78IPAEKAC-7rFD7CYkCkIA,LDC ink tattoo,3.0,1.0,$$
42,Jze7d1edX_DjY13OU1Mn9A,Honeycomb Hair Studio,2.0,4.5,
43,lgpR6QMAbJDgAH6dtFJ2Xg,JKFlashy Makeup Service,30.0,4.5,$$
44,zc4j-y2uGBdxHQW0iEGXeQ,New Face Tattoo,2.0,1.0,
45,IkE7QGQj4Vo2qDX9MLL8QQ,Kingdom Tattoos,7.0,3.0,$$
46,m9-NYuPFcCB7MxG-a7JAwA,New York Hardcore Tattoo,41.0,5.0,$$
47,rmnC5qpgqO5Wll1v_8S9_Q,Pleasurable Body Piercing,98.0,4.0,$$
48,JKjyTQp3OYcszO5u-RxoVw,Medical Ear Piercing Clinics,57.0,4.5,$$
49,DrFJi5ROJtAft0mgETCeXA,Shells Tattoos,3.0,2.5,$$
0,vWKZZelUMGrHZyEP14iLAQ,Olivia's Pediatric Piercing,6.0,4.5,
1,g6QDuvCgIZcau5368l6BIg,Victory Art & Tattoo,14.0,5.0,$$
2,EN1r8h2hpZ-Jut82FI90QQ,Timothy's Ink.... Tattoo Parlor,2.0,2.5,
3,mFjzakfmQ1bp6AAGQMZLNQ,Charming Total Beauty,1.0,5.0,
4,AftIDBxBwQ5Ud-85Lu4Muw,Camila Rocha,1.0,5.0,
5,37WNx-FfREWMx_RUco7Txw,Painted Soul Arts,3.0,2.5,
6,jqEyuRYWO9uKTNOjOYGfnQ,Brow Game,1.0,4.0,
7,kR2wFf_U5uVF0Om4Wjlo8g,Inkedbyjoanne,5.0,2.0,$$$
8,jYdDcO0sjoh_9Sv2FszOSA,Funtazia,6.0,3.5,$$
9,SwGXcM1yPorPHWuVWr4TYQ,Whitney Center for Permanent Cosmetics,1.0,1.0,
10,ufQ9s2h9LMGdSFvaTWDWtQ,Village Pop,3.0,2.5,
11,rc3aGRbAv_SBncJ84zH8Ow,Jewels 32,158.0,4.0,$$
12,l9RPunVgQKqpCzG1zJKRoQ,HollyWood Tattoos,4.0,2.5,
13,fYIo4VpcSLYG1AdgyxhTXQ,Osiris Tattoos,1.0,1.0,
14,DIS0JgSOYhK3GMqZUwcqcA,Iris Piercing Studio and Jewelry Gallery,133.0,4.5,$$
15,vkh3EP7LtAysaZaIfz1uDw,Michael Angelo Studio Tattoo & Body Piercing,1.0,1.0,
16,6qOQ-zURz_ziOBm96Qtetg,Ron's Tattooing,6.0,3.0,
17,d5WIL-LfMf8Ip8Ahrj1R7g,Ink Society,2.0,1.0,$$$$
18,PN4QfVfkEWd_TXKeS_1pzg,Diplomatic Ink,1.0,2.0,
19,8VkMNhQVPU8od70nypho1g,Tattoo Long Nails 2,5.0,2.5,$$
20,GjQtOmVSU92O65z9WMMQJg,AnkouTattoo,1.0,1.0,
21,wVZMFgBWx9_NtOeTVncmZA,House of Style,1.0,1.0,
22,MgOPZVB1rQ9-py7yx-vBSA,Medical Ear Piercing Clinics,11.0,4.0,$$$
23,-khY8SUqISZMIsj0NT7VfA,Coyote's Tattoo,1.0,1.0,$$
24,JDjlnwoPPWrY3yDVIZcCsA,Tattoo Empire Gallery,1.0,2.0,
25,Geadsc5laP7aJ-FPwjcxwg,Tattooing By Big Joe,1.0,1.0,
26,2ZpOQA1hHzQIXtCDx7bTQw,Burning Phoenix Studio,1.0,5.0,
